doc_id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronouns,f_12_proverb_do,f_13_wh_question,f_14_nominalizations,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_60_that_deletion,f_61_stranded_preposition,f_62_split_infinitive,f_63_split_auxiliary,f_64_phrasal_coordination,f_65_clausal_coordination,f_66_neg_synthetic,f_67_neg_analytic
S26N,92.03980099502488,7.462686567164179,54.72636815920398,2.487562189054726,2.487562189054726,94.5273631840796,27.36318407960199,4.975124378109452,17.412935323383085,9.950248756218905,2.487562189054726,12.437810945273633,17.412935323383085,2.487562189054726,7.462686567164179,131.8407960199005,0.0,0.0,57.21393034825871,0.0,0.0,0.0,2.487562189054726,27.36318407960199,0.0,0.0,0.0,0.0,2.487562189054726,0.0,0.0,0.0,0.0,0.0,0.0,2.487562189054726,0.0,7.462686567164179,69.65174129353234,42.28855721393035,22.388059701492537,89.55223880597015,0.49104859335038364,3.9309462915601023,4.975124378109452,0.0,4.975124378109452,2.487562189054726,22.388059701492537,0.0,0.0,7.462686567164179,2.487562189054726,4.975124378109452,2.487562189054726,37.31343283582089,2.487562189054726,0.0,27.36318407960199,0.0,0.0,0.0,0.0,2.487562189054726,19.90049751243781,0.0,4.975124378109452
S29Q,19.950124688279303,4.987531172069826,102.24438902743142,2.493765586034913,0.0,77.3067331670823,27.43142144638404,22.443890274314214,29.92518703241895,12.468827930174564,12.468827930174564,0.0,22.443890274314214,0.0,9.975062344139651,159.60099750623442,9.975062344139651,0.0,62.34413965087282,2.493765586034913,0.0,0.0,0.0,14.962593516209475,0.0,0.0,0.0,0.0,0.0,0.0,4.987531172069826,0.0,0.0,0.0,0.0,0.0,2.493765586034913,2.493765586034913,69.82543640897755,27.43142144638404,14.962593516209475,97.25685785536159,0.5082417582417582,3.840659340659341,2.493765586034913,0.0,7.481296758104738,0.0,29.92518703241895,0.0,7.481296758104738,7.481296758104738,4.987531172069826,14.962593516209475,0.0,19.950124688279303,0.0,0.0,87.28179551122194,2.493765586034913,0.0,0.0,4.987531172069826,7.481296758104738,9.975062344139651,0.0,7.481296758104738
S2FQ,7.444168734491315,19.851116625310173,74.44168734491315,0.0,0.0,57.07196029776674,27.29528535980149,9.925558312655086,12.40694789081886,12.40694789081886,0.0,2.4813895781637716,29.77667493796526,19.851116625310173,4.962779156327543,173.697270471464,2.4813895781637716,0.0,27.29528535980149,0.0,0.0,0.0,0.0,29.77667493796526,0.0,0.0,0.0,2.4813895781637716,4.962779156327543,0.0,4.962779156327543,0.0,0.0,0.0,0.0,0.0,2.4813895781637716,2.4813895781637716,84.36724565756825,49.62779156327544,14.88833746898263,57.07196029776674,0.5154639175257731,4.701030927835052,12.40694789081886,0.0,2.4813895781637716,2.4813895781637716,7.444168734491315,2.4813895781637716,2.4813895781637716,19.851116625310173,0.0,14.88833746898263,0.0,39.702233250620345,2.4813895781637716,0.0,34.7394540942928,2.4813895781637716,0.0,0.0,4.962779156327543,19.851116625310173,12.40694789081886,0.0,0.0
S2LC,24.93765586034913,19.950124688279303,82.29426433915212,2.493765586034913,2.493765586034913,84.78802992518703,9.975062344139651,14.962593516209475,4.987531172069826,12.468827930174564,0.0,7.481296758104738,22.443890274314214,4.987531172069826,4.987531172069826,187.03241895261846,7.481296758104738,0.0,27.43142144638404,2.493765586034913,0.0,0.0,2.493765586034913,14.962593516209475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.493765586034913,4.987531172069826,97.25685785536159,32.418952618453865,4.987531172069826,89.77556109725685,0.5039787798408488,4.106100795755968,4.987531172069826,0.0,2.493765586034913,0.0,12.468827930174564,2.493765586034913,0.0,34.912718204488776,2.493765586034913,0.0,2.493765586034913,12.468827930174564,0.0,0.0,59.8503740648379,0.0,0.0,0.0,17.456359102244388,0.0,22.443890274314214,0.0,7.481296758104738
S2PS,9.75609756097561,14.634146341463415,126.82926829268293,0.0,2.4390243902439024,78.04878048780488,19.51219512195122,36.58536585365854,29.26829268292683,14.634146341463415,0.0,2.4390243902439024,14.634146341463415,7.317073170731708,4.878048780487805,134.14634146341464,4.878048780487805,0.0,53.65853658536585,0.0,0.0,0.0,9.75609756097561,24.390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.878048780487805,2.4390243902439024,70.73170731707316,24.390243902439025,12.195121951219512,100.0,0.47480106100795755,4.172413793103448,0.0,0.0,2.4390243902439024,2.4390243902439024,17.073170731707318,4.878048780487805,0.0,12.195121951219512,0.0,0.0,7.317073170731708,39.02439024390244,0.0,0.0,75.60975609756098,0.0,0.0,0.0,9.75609756097561,4.878048780487805,29.26829268292683,0.0,24.390243902439025
S2T6,9.975062344139651,24.93765586034913,117.20698254364089,0.0,7.481296758104738,109.72568578553616,14.962593516209475,24.93765586034913,14.962593516209475,7.481296758104738,0.0,4.987531172069826,17.456359102244388,9.975062344139651,0.0,139.6508728179551,2.493765586034913,0.0,42.394014962593516,0.0,0.0,2.493765586034913,7.481296758104738,34.912718204488776,4.987531172069826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.493765586034913,0.0,0.0,2.493765586034913,0.0,4.987531172069826,82.29426433915212,32.418952618453865,9.975062344139651,92.26932668329177,0.5300546448087432,3.808743169398907,0.0,0.0,2.493765586034913,0.0,17.456359102244388,0.0,4.987531172069826,7.481296758104738,0.0,0.0,2.493765586034913,29.92518703241895,0.0,0.0,102.24438902743142,2.493765586034913,0.0,0.0,4.987531172069826,9.975062344139651,17.456359102244388,0.0,14.962593516209475
S2TP,4.901960784313726,17.156862745098042,110.29411764705883,7.352941176470588,0.0,93.13725490196079,2.450980392156863,14.705882352941176,22.058823529411764,12.254901960784313,0.0,2.450980392156863,17.156862745098042,9.803921568627452,4.901960784313726,174.01960784313724,0.0,0.0,29.41176470588235,2.450980392156863,0.0,0.0,2.450980392156863,26.96078431372549,0.0,0.0,0.0,0.0,4.901960784313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.352941176470588,85.7843137254902,39.21568627450981,7.352941176470588,71.07843137254902,0.5242966751918159,4.250639386189258,14.705882352941176,0.0,2.450980392156863,2.450980392156863,19.607843137254903,4.901960784313726,2.450980392156863,12.254901960784313,4.901960784313726,2.450980392156863,2.450980392156863,24.509803921568626,2.450980392156863,0.0,41.666666666666664,0.0,0.0,2.450980392156863,12.254901960784313,12.254901960784313,34.313725490196084,0.0,2.450980392156863
S2W4,19.801980198019802,24.752475247524753,99.00990099009901,0.0,2.4752475247524752,66.83168316831683,29.7029702970297,24.752475247524753,29.7029702970297,17.32673267326733,0.0,7.425742574257425,12.376237623762377,0.0,4.9504950495049505,165.84158415841586,2.4752475247524752,0.0,29.7029702970297,0.0,0.0,0.0,0.0,17.32673267326733,2.4752475247524752,0.0,0.0,0.0,2.4752475247524752,0.0,0.0,0.0,2.4752475247524752,2.4752475247524752,0.0,0.0,0.0,9.900990099009901,66.83168316831683,34.65346534653466,9.900990099009901,89.10891089108911,0.5083798882681564,3.7737430167597767,7.425742574257425,0.0,0.0,0.0,19.801980198019802,0.0,12.376237623762377,17.32673267326733,7.425742574257425,4.9504950495049505,2.4752475247524752,22.277227722772277,0.0,0.0,91.58415841584159,0.0,0.0,0.0,7.425742574257425,12.376237623762377,29.7029702970297,4.9504950495049505,17.32673267326733
S32W,61.72839506172839,17.28395061728395,66.66666666666667,9.876543209876543,9.876543209876543,81.4814814814815,39.50617283950617,2.4691358024691357,29.62962962962963,4.938271604938271,2.4691358024691357,19.753086419753085,32.098765432098766,2.4691358024691357,0.0,135.80246913580245,2.4691358024691357,0.0,46.91358024691358,0.0,0.0,0.0,2.4691358024691357,17.28395061728395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4691358024691357,0.0,12.345679012345679,81.4814814814815,32.098765432098766,17.28395061728395,140.74074074074076,0.5182291666666666,3.9479166666666665,0.0,0.0,2.4691358024691357,0.0,19.753086419753085,0.0,0.0,7.407407407407407,0.0,2.4691358024691357,0.0,19.753086419753085,7.407407407407407,0.0,51.85185185185185,0.0,0.0,0.0,7.407407407407407,2.4691358024691357,17.28395061728395,0.0,14.814814814814815
S37K,32.098765432098766,29.62962962962963,93.82716049382717,4.938271604938271,2.4691358024691357,88.88888888888889,17.28395061728395,4.938271604938271,24.691358024691358,2.4691358024691357,2.4691358024691357,0.0,12.345679012345679,0.0,0.0,187.65432098765433,0.0,0.0,46.91358024691358,0.0,0.0,0.0,2.4691358024691357,17.28395061728395,2.4691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4691358024691357,9.876543209876543,83.95061728395062,34.5679012345679,19.753086419753085,83.95061728395062,0.5434782608695652,3.845108695652174,2.4691358024691357,0.0,0.0,2.4691358024691357,12.345679012345679,0.0,12.345679012345679,4.938271604938271,2.4691358024691357,4.938271604938271,0.0,22.22222222222222,4.938271604938271,0.0,86.41975308641975,0.0,4.938271604938271,0.0,2.4691358024691357,0.0,14.814814814814815,2.4691358024691357,17.28395061728395
