doc_id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronouns,f_12_proverb_do,f_13_wh_question,f_14_nominalizations,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_60_that_deletion,f_61_stranded_preposition,f_62_split_infinitive,f_63_split_auxiliary,f_64_phrasal_coordination,f_65_clausal_coordination,f_66_neg_synthetic,f_67_neg_analytic
38727651,37.5,22.5,52.5,7.5,2.5,2.5,10.0,7.5,20.0,2.5,0.0,5.0,15.0,12.5,0.0,285.0,20.0,0.0,20.0,0.0,5.0,0.0,0.0,15.0,2.5,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,15.0,92.5,45.0,2.5,70.0,0.5942408376963351,4.824607329842932,7.5,2.5,0.0,0.0,2.5,0.0,2.5,5.0,0.0,2.5,10.0,15.0,2.5,5.0,0.0,0.0,0.0,0.0,2.5,2.5,22.5,0.0,7.5
34155586,52.51141552511415,15.981735159817351,41.0958904109589,2.28310502283105,4.5662100456621,20.54794520547945,0.0,38.81278538812785,2.28310502283105,4.5662100456621,9.1324200913242,4.5662100456621,13.698630136986301,9.1324200913242,2.28310502283105,257.9908675799087,11.415525114155251,0.0,15.981735159817351,2.28310502283105,6.8493150684931505,0.0,4.5662100456621,20.54794520547945,4.5662100456621,0.0,0.0,2.28310502283105,2.28310502283105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5662100456621,6.8493150684931505,105.0228310502283,36.5296803652968,4.5662100456621,43.37899543378995,0.5560747663551402,4.588785046728972,4.5662100456621,2.28310502283105,0.0,0.0,2.28310502283105,0.0,2.28310502283105,4.5662100456621,0.0,22.831050228310502,34.24657534246575,13.698630136986301,6.8493150684931505,0.0,2.28310502283105,2.28310502283105,2.28310502283105,0.0,4.5662100456621,2.28310502283105,6.8493150684931505,0.0,9.1324200913242
36537015,19.230769230769234,2.403846153846154,74.51923076923077,7.211538461538462,0.0,2.403846153846154,0.0,45.67307692307692,12.01923076923077,4.807692307692308,0.0,0.0,19.230769230769234,12.01923076923077,4.807692307692308,274.03846153846155,7.211538461538462,2.403846153846154,31.25,2.403846153846154,2.403846153846154,0.0,0.0,19.230769230769234,0.0,0.0,0.0,4.807692307692308,2.403846153846154,2.403846153846154,4.807692307692308,2.403846153846154,0.0,0.0,4.807692307692308,0.0,0.0,4.807692307692308,132.21153846153845,60.09615384615385,7.211538461538462,36.05769230769231,0.559610705596107,4.644768856447689,0.0,0.0,0.0,0.0,4.807692307692308,0.0,0.0,2.403846153846154,0.0,14.423076923076923,19.230769230769234,21.634615384615383,2.403846153846154,0.0,4.807692307692308,0.0,0.0,0.0,0.0,0.0,9.615384615384617,0.0,4.807692307692308
37987396,42.28855721393035,17.412935323383085,47.2636815920398,0.0,0.0,24.875621890547265,0.0,29.850746268656717,17.412935323383085,0.0,0.0,0.0,9.950248756218905,19.90049751243781,7.462686567164179,305.97014925373134,2.487562189054726,4.975124378109452,19.90049751243781,0.0,0.0,0.0,0.0,17.412935323383085,0.0,0.0,0.0,0.0,4.975124378109452,0.0,0.0,0.0,4.975124378109452,0.0,0.0,0.0,0.0,4.975124378109452,111.94029850746269,49.75124378109453,2.487562189054726,19.90049751243781,0.572538860103627,4.841968911917099,0.0,0.0,0.0,2.487562189054726,2.487562189054726,0.0,2.487562189054726,0.0,2.487562189054726,2.487562189054726,7.462686567164179,4.975124378109452,2.487562189054726,0.0,0.0,0.0,0.0,0.0,0.0,2.487562189054726,4.975124378109452,4.975124378109452,2.487562189054726
38680233,73.34963325183375,9.7799511002445,31.78484107579462,2.444987775061125,2.444987775061125,24.44987775061125,4.88997555012225,66.01466992665037,7.334963325183374,4.88997555012225,0.0,0.0,7.334963325183374,31.78484107579462,0.0,215.15892420537895,19.559902200489,2.444987775061125,22.004889975550125,2.444987775061125,2.444987775061125,2.444987775061125,0.0,39.119804400978,7.334963325183374,0.0,0.0,0.0,0.0,0.0,2.444987775061125,0.0,0.0,0.0,2.444987775061125,0.0,4.88997555012225,4.88997555012225,95.35452322738386,26.89486552567237,7.334963325183374,41.56479217603912,0.49874686716791977,4.543859649122807,2.444987775061125,0.0,0.0,2.444987775061125,4.88997555012225,0.0,4.88997555012225,0.0,0.0,7.334963325183374,22.004889975550125,22.004889975550125,14.669926650366747,0.0,14.669926650366747,0.0,0.0,0.0,0.0,12.224938875305625,2.444987775061125,2.444987775061125,19.559902200489
37411994,47.50593824228029,2.375296912114014,42.75534441805225,0.0,2.375296912114014,16.6270783847981,0.0,30.878859857482183,16.6270783847981,7.125890736342043,0.0,2.375296912114014,9.501187648456057,4.750593824228028,9.501187648456057,287.4109263657957,23.752969121140143,2.375296912114014,35.62945368171022,2.375296912114014,0.0,0.0,0.0,26.128266033254157,0.0,0.0,0.0,4.750593824228028,0.0,0.0,0.0,0.0,0.0,2.375296912114014,0.0,0.0,0.0,0.0,80.76009501187649,47.50593824228029,9.501187648456057,54.63182897862233,0.6048780487804878,4.475609756097561,2.375296912114014,0.0,0.0,2.375296912114014,0.0,0.0,2.375296912114014,0.0,2.375296912114014,11.876484560570072,14.251781472684087,14.251781472684087,0.0,0.0,4.750593824228028,2.375296912114014,0.0,0.0,4.750593824228028,2.375296912114014,7.125890736342043,0.0,9.501187648456057
25125672,12.224938875305625,2.444987775061125,44.00977995110025,4.88997555012225,4.88997555012225,0.0,4.88997555012225,9.7799511002445,14.669926650366747,4.88997555012225,0.0,0.0,24.44987775061125,31.78484107579462,2.444987775061125,290.9535452322738,12.224938875305625,2.444987775061125,14.669926650366747,0.0,0.0,2.444987775061125,2.444987775061125,22.004889975550125,0.0,0.0,0.0,4.88997555012225,7.334963325183374,0.0,0.0,0.0,0.0,7.334963325183374,0.0,2.444987775061125,0.0,0.0,100.24449877750611,48.8997555012225,0.0,44.00977995110025,0.6035805626598465,4.759590792838875,0.0,2.444987775061125,0.0,0.0,2.444987775061125,0.0,9.7799511002445,2.444987775061125,2.444987775061125,22.004889975550125,2.444987775061125,9.7799511002445,2.444987775061125,0.0,0.0,2.444987775061125,0.0,0.0,4.88997555012225,7.334963325183374,4.88997555012225,0.0,2.444987775061125
37448028,34.313725490196084,12.254901960784313,36.76470588235294,2.450980392156863,7.352941176470588,17.156862745098042,7.352941176470588,29.41176470588235,9.803921568627452,4.901960784313726,2.450980392156863,2.450980392156863,12.254901960784313,17.156862745098042,2.450980392156863,281.8627450980392,14.705882352941176,2.450980392156863,14.705882352941176,2.450980392156863,2.450980392156863,0.0,0.0,19.607843137254903,0.0,0.0,0.0,0.0,0.0,0.0,4.901960784313726,0.0,0.0,2.450980392156863,0.0,0.0,0.0,9.803921568627452,107.84313725490196,61.27450980392157,4.901960784313726,31.862745098039213,0.6084788029925187,4.688279301745636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.901960784313726,2.450980392156863,7.352941176470588,17.156862745098042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.705882352941176,4.901960784313726,0.0,0.0
36858317,106.43564356435644,22.277227722772277,19.801980198019802,2.4752475247524752,4.9504950495049505,24.752475247524753,2.4752475247524752,94.05940594059406,4.9504950495049505,0.0,0.0,0.0,7.425742574257425,7.425742574257425,2.4752475247524752,279.7029702970297,19.801980198019802,0.0,14.85148514851485,0.0,2.4752475247524752,0.0,0.0,4.9504950495049505,4.9504950495049505,2.4752475247524752,0.0,0.0,2.4752475247524752,0.0,2.4752475247524752,0.0,2.4752475247524752,0.0,0.0,0.0,0.0,0.0,89.10891089108911,44.554455445544555,9.900990099009901,51.980198019801975,0.5841836734693877,4.630102040816326,0.0,2.4752475247524752,0.0,0.0,2.4752475247524752,0.0,2.4752475247524752,0.0,7.425742574257425,2.4752475247524752,27.22772277227723,9.900990099009901,0.0,0.0,7.425742574257425,0.0,0.0,0.0,0.0,9.900990099009901,7.425742574257425,0.0,4.9504950495049505
32688816,60.97560975609756,7.317073170731708,24.390243902439025,4.878048780487805,0.0,0.0,0.0,7.317073170731708,7.317073170731708,0.0,0.0,0.0,2.4390243902439024,29.26829268292683,0.0,314.6341463414634,7.317073170731708,2.4390243902439024,12.195121951219512,4.878048780487805,2.4390243902439024,0.0,0.0,12.195121951219512,0.0,0.0,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,2.4390243902439024,0.0,0.0,2.4390243902439024,7.317073170731708,136.58536585365854,46.34146341463415,2.4390243902439024,24.390243902439025,0.5871794871794872,4.887179487179488,0.0,0.0,0.0,0.0,4.878048780487805,0.0,0.0,0.0,0.0,2.4390243902439024,31.70731707317073,4.878048780487805,7.317073170731708,2.4390243902439024,0.0,0.0,0.0,0.0,2.4390243902439024,4.878048780487805,7.317073170731708,4.878048780487805,7.317073170731708
35614846,42.394014962593516,17.456359102244388,54.86284289276808,0.0,7.481296758104738,7.481296758104738,2.493765586034913,17.456359102244388,9.975062344139651,2.493765586034913,0.0,0.0,17.456359102244388,32.418952618453865,2.493765586034913,314.21446384039905,4.987531172069826,4.987531172069826,27.43142144638404,2.493765586034913,0.0,0.0,0.0,17.456359102244388,0.0,0.0,0.0,0.0,2.493765586034913,0.0,4.987531172069826,0.0,0.0,2.493765586034913,0.0,0.0,0.0,2.493765586034913,119.7007481296758,29.92518703241895,9.975062344139651,34.912718204488776,0.5948051948051948,4.792207792207792,2.493765586034913,0.0,0.0,2.493765586034913,12.468827930174564,0.0,7.481296758104738,0.0,12.468827930174564,0.0,12.468827930174564,17.456359102244388,2.493765586034913,0.0,4.987531172069826,0.0,0.0,0.0,2.493765586034913,4.987531172069826,9.975062344139651,0.0,7.481296758104738
30191938,40.96385542168675,28.91566265060241,43.373493975903614,4.819277108433735,4.819277108433735,0.0,0.0,12.048192771084338,0.0,4.819277108433735,4.819277108433735,0.0,19.27710843373494,26.50602409638554,4.819277108433735,310.8433734939759,21.686746987951807,2.4096385542168677,14.457831325301205,2.4096385542168677,0.0,0.0,0.0,7.228915662650603,0.0,0.0,2.4096385542168677,0.0,0.0,0.0,7.228915662650603,0.0,0.0,0.0,0.0,0.0,0.0,4.819277108433735,101.20481927710844,38.55421686746988,2.4096385542168677,65.06024096385542,0.5257985257985258,4.832923832923833,0.0,4.819277108433735,0.0,12.048192771084338,4.819277108433735,0.0,9.63855421686747,4.819277108433735,2.4096385542168677,4.819277108433735,16.867469879518072,0.0,2.4096385542168677,0.0,0.0,0.0,0.0,0.0,4.819277108433735,9.63855421686747,4.819277108433735,0.0,7.228915662650603
23678430,88.3054892601432,19.093078758949883,40.572792362768496,2.3866348448687353,2.3866348448687353,9.546539379474941,0.0,81.14558472553699,4.773269689737471,4.773269689737471,2.3866348448687353,2.3866348448687353,11.933174224343675,4.773269689737471,0.0,252.9832935560859,26.252983293556085,2.3866348448687353,16.706443914081145,7.159904534606206,0.0,0.0,0.0,14.319809069212411,0.0,2.3866348448687353,0.0,0.0,2.3866348448687353,0.0,4.773269689737471,0.0,0.0,0.0,0.0,0.0,4.773269689737471,4.773269689737471,100.23866348448688,21.479713603818613,2.3866348448687353,50.11933174224344,0.5158924205378973,4.364303178484108,0.0,0.0,0.0,2.3866348448687353,2.3866348448687353,0.0,0.0,9.546539379474941,0.0,2.3866348448687353,26.252983293556085,33.41288782816229,2.3866348448687353,2.3866348448687353,7.159904534606206,2.3866348448687353,0.0,0.0,2.3866348448687353,4.773269689737471,9.546539379474941,7.159904534606206,16.706443914081145
40452979,54.59057071960298,2.4813895781637716,17.3697270471464,7.444168734491315,0.0,0.0,0.0,47.146401985111666,4.962779156327543,2.4813895781637716,0.0,0.0,9.925558312655086,4.962779156327543,0.0,327.54342431761785,9.925558312655086,2.4813895781637716,17.3697270471464,2.4813895781637716,0.0,0.0,2.4813895781637716,14.88833746898263,0.0,2.4813895781637716,2.4813895781637716,4.962779156327543,4.962779156327543,0.0,0.0,0.0,2.4813895781637716,0.0,0.0,0.0,0.0,7.444168734491315,119.10669975186104,49.62779156327544,0.0,52.10918114143921,0.6234096692111959,4.7226463104325695,4.962779156327543,0.0,2.4813895781637716,0.0,9.925558312655086,0.0,7.444168734491315,0.0,0.0,0.0,0.0,12.40694789081886,2.4813895781637716,0.0,9.925558312655086,0.0,0.0,0.0,0.0,4.962779156327543,4.962779156327543,0.0,7.444168734491315
37386629,79.01234567901234,14.814814814814815,14.814814814814815,2.4691358024691357,0.0,9.876543209876543,12.345679012345679,22.22222222222222,24.691358024691358,0.0,14.814814814814815,4.938271604938271,9.876543209876543,9.876543209876543,2.4691358024691357,254.320987654321,2.4691358024691357,0.0,17.28395061728395,2.4691358024691357,7.407407407407407,0.0,0.0,37.03703703703704,0.0,2.4691358024691357,0.0,0.0,4.938271604938271,0.0,2.4691358024691357,0.0,0.0,0.0,4.938271604938271,0.0,12.345679012345679,2.4691358024691357,101.23456790123457,27.160493827160494,2.4691358024691357,49.382716049382715,0.5252525252525253,4.462121212121212,2.4691358024691357,0.0,0.0,4.938271604938271,4.938271604938271,0.0,2.4691358024691357,2.4691358024691357,2.4691358024691357,9.876543209876543,19.753086419753085,12.345679012345679,7.407407407407407,0.0,9.876543209876543,0.0,0.0,0.0,0.0,0.0,12.345679012345679,0.0,9.876543209876543
38167023,57.07196029776674,14.88833746898263,9.925558312655086,2.4813895781637716,2.4813895781637716,0.0,0.0,81.88585607940446,4.962779156327543,0.0,0.0,0.0,7.444168734491315,22.332506203473944,4.962779156327543,245.6575682382134,14.88833746898263,2.4813895781637716,7.444168734491315,0.0,2.4813895781637716,0.0,0.0,14.88833746898263,7.444168734491315,0.0,0.0,0.0,0.0,0.0,2.4813895781637716,0.0,0.0,2.4813895781637716,2.4813895781637716,0.0,2.4813895781637716,4.962779156327543,143.92059553349876,47.146401985111666,2.4813895781637716,52.10918114143921,0.5959079283887468,4.6445012787723785,2.4813895781637716,2.4813895781637716,0.0,4.962779156327543,7.444168734491315,0.0,0.0,2.4813895781637716,0.0,12.40694789081886,7.444168734491315,19.851116625310173,2.4813895781637716,0.0,0.0,2.4813895781637716,0.0,2.4813895781637716,2.4813895781637716,0.0,4.962779156327543,0.0,2.4813895781637716
